Country_0,Country_1,Country_2,Country_3,Country_4,Country_5,Country_6,Country_7,Country_8,Mental _hospitals,health_units,outpatient _facilities,day _treatment,residential_facilities,Psychiatrists,Nurses,Social_workers,Psychologists,Happiness Score,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,population, 80_above, 70to79, 60to69 , 50to59 , 40to49, 30to39, 20to29, 10to19,Sex_Female,Sex_Male
0,0,0,0,1,0,0,1,0,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,3.974,3.875,4.073,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,1639,0.005379,0.01248,0.019184,0.027202000000000004,0.031824,0.04101899999999999,0.040916,0.01519,0,0
0,0,0,0,1,0,0,1,0,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,3.974,3.875,4.073,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,863,0.0020229999999999996,0.0048720000000000005,0.00645,0.008624,0.008214,0.008869,0.006731999999999999,0.00344,1,0
0,0,0,0,1,0,0,1,0,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,3.974,3.875,4.073,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,778,0.0026760000000000004,0.007936,0.012692,0.017955,0.02303,0.030336,0.033264,0.011607000000000001,0,1
0,0,0,0,1,0,0,1,1,0.069,0.115,1.491,1.0704390243902437,0.267,3.165,34.948,6.608,12.368,6.952000000000001,6.875,7.029,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,3.5073300000000005,176685,0.65832,0.890477,1.3420959999999997,2.0977080000000004,2.369128,2.7350459999999996,2.3637330000000003,0.8939970000000002,0,0
0,0,0,0,1,0,0,1,1,0.069,0.115,1.491,1.0704390243902437,0.267,3.165,34.948,6.608,12.368,6.952000000000001,6.875,7.029,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,3.5073300000000005,90295,0.260514,0.266553,0.368198,0.5301,0.56408,0.577762,0.42455,0.26008,1,0
0,0,0,0,1,0,0,1,1,0.069,0.115,1.491,1.0704390243902437,0.267,3.165,34.948,6.608,12.368,6.952000000000001,6.875,7.029,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,3.5073300000000005,86388,0.401302,0.630888,0.986084,1.573296,1.828384,2.1469440000000004,1.952075,0.640528,0,1
0,0,0,0,1,0,1,0,0,0.16699999999999998,0.307,0.307,5.935,1.783,7.2029999999999985,17.736,0.78,1.867,4.217,4.104,4.33,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,6457,0.11719599999999998,0.14848,0.15138200000000002,0.13496400000000003,0.10691400000000001,0.08888,0.052638000000000004,0.018183,0,0
0,0,0,0,1,0,1,0,0,0.16699999999999998,0.307,0.307,5.935,1.783,7.2029999999999985,17.736,0.78,1.867,4.217,4.104,4.33,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,3341,0.040257,0.04202,0.0297,0.024304,0.020746,0.015097000000000001,0.010712000000000001,0.00488,1,0
0,0,0,0,1,0,1,0,0,0.16699999999999998,0.307,0.307,5.935,1.783,7.2029999999999985,17.736,0.78,1.867,4.217,4.104,4.33,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,3118,0.07611,0.10614099999999999,0.12121200000000001,0.11060699999999998,0.086184,0.074266,0.042048,0.013566000000000002,0,1
0,0,0,0,1,0,1,0,1,0.23452777777777778,0.287,1.3035733333333335,1.0704390243902437,0.6730526315789473,0.039,0.635,0.011,0.022,3.739,3.647,3.831,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,12595,0.0486,0.1428,0.17417400000000002,0.19539,0.18862299999999999,0.25752,0.297504,0.13767100000000002,0,0
0,0,0,0,1,0,1,0,1,0.23452777777777778,0.287,1.3035733333333335,1.0704390243902437,0.6730526315789473,0.039,0.635,0.011,0.022,3.739,3.647,3.831,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,6379,0.013272,0.05184,0.070161,0.06778400000000001,0.049913,0.09055200000000001,0.108772,0.04575900000000001,1,0
0,0,0,0,1,0,1,0,1,0.23452777777777778,0.287,1.3035733333333335,1.0704390243902437,0.6730526315789473,0.039,0.635,0.011,0.022,3.739,3.647,3.831,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,6215,0.034352,0.09151199999999998,0.104859,0.12818,0.138436,0.16751899999999997,0.189607,0.09048,0,1
0,0,0,0,1,0,1,1,0,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,2.905,2.732,3.0780000000000003,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,6988,0.029047000000000003,0.057036,0.08184,0.113047,0.091355,0.158154,0.249486,0.134349,0,0
0,0,0,0,1,0,1,1,0,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,2.905,2.732,3.0780000000000003,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,3554,0.00612,0.016131000000000003,0.02422,0.033615,0.025200999999999998,0.039616000000000005,0.06331,0.042408,1,0
0,0,0,0,1,0,1,1,0,0.23452777777777778,0.2929878048780487,1.3035733333333335,1.0704390243902437,0.6730526315789473,4.615691358024691,12.5657205882353,2.612166666666667,11.07801515151515,2.905,2.732,3.0780000000000003,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,3434,0.020976000000000005,0.03948,0.056048,0.077952,0.064636,0.11957899999999999,0.19008,0.09196199999999999,0,1
0,0,0,0,1,0,1,1,1,0.23452777777777778,0.006,1.134,1.0704390243902437,0.6730526315789473,0.387,0.277,2.612166666666667,7.089,3.907,3.798,4.016,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3157299999999998,12317,0.01333,0.039431,0.07190999999999999,0.06222,0.105332,0.236835,0.23432,0.07281599999999999,0,0
